url;titulo;subeditoria;data;resumo;texto_completo;imagem
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45142-pib-cresce-em-todos-os-27-estados-do-pais-em-2023;PIB cresce em todos os 27 estados do país em 2023;Contas Regionais;14/11/2025;Todas as 27 unidades da federação tiveram variação positiva do Produto Interno Bruto (PIB) em 2023, em comparação ao ano anterior. As maiores altas...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/contas-regionais-THUMBS-Joel-Santana-Pixabay.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45145-desocupacao-recua-em-2-unidades-da-federacao-no-terceiro-trimestre-de-2025;Desocupação recua em 2 unidades da federação no terceiro trimestre de 2025;PNAD Contínua;14/11/2025;A taxa de desocupação do país no terceiro trimestre de 2025 chegou a 5,6%, a menor da série iniciada em 2012. Comparada ao 2º trimestre de 2025,...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_sociais/2025_11/PNAD_THUMB_AriDias-AEN.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45117-empresas-contrataram-mais-e-registraram-ganho-real-do-salario-medio-em-2023;Empresas contrataram mais e registraram ganho real do salário médio em 2023;CEMPRE;13/11/2025;Em termos reais, o salário médio mensal pago em 2023 pelas empresas cresceu 2,0% e passou de R$ 3.673,50, em 2022, para R$ 3.745,45, o equivalente...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/CEMPRE_THUMB_Copel.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45125-primeiro-prognostico-aponta-queda-de-3-7-na-safra-2026-totalizando-332-7-milhoes-de-toneladas;Primeiro prognóstico aponta queda de 3,7% na safra 2026, totalizando 332,7 milhões de toneladas;Produção agrícola;13/11/2025;De acordo com o primeiro prognóstico do Levantamento Sistemático da Produção Agrícola (LSPA), divulgado hoje (13) pelo IBGE, a safra brasileira de...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/LSPA_THUMB_Jaelson-Lucas-AEN-PR.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45118-comercio-varia-0-3-em-setembro-com-resultado-negativo-em-6-dos-8-setores;Comércio varia -0,3% em setembro, com resultado negativo em 6 dos 8 setores;Pesquisa Mensal de Comércio;13/11/2025;As vendas do comércio variaram -0,3% em setembro, na comparação com agosto, após variação de 0,1% em agosto. Em relação a setembro de 2024, o resultado...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/PMC_THUMBS_HelenaPontes.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45112-ibge-lanca-mapa-mundi-invertido-com-o-para-no-centro-do-mundo-durante-a-cop30-em-belem;IBGE lança mapa-múndi invertido com o Pará no centro do mundo durante a COP30, em Belém;;12/11/2025;O IBGE, por meio da Superintendência Estadual no Pará e da Coordenação de Documentação e Disseminação de Informações (CDDI), lança nesta quinta-feira,...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/belem-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45115-banco-de-nomes-do-ibge-tem-mais-de-cinco-milhoes-de-acessos-na-primeira-semana;Banco de Nomes do IBGE tem mais de cinco milhões  de acessos na primeira semana;Censo 2022;12/11/2025;Em uma semana, nova edição do Nomes no Brasil ultrapassa cinco milhões de acessos e amplia sucesso da ferramenta criada em 2016 ;;
;;;;;;
" Em uma semana...""";;;;;;
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45069-ibge-faz-retrato-das-unidades-de-conservacao-terras-indigenas-e-territorios-quilombolas-na-amazonia-legal;IBGE faz retrato das Unidades de Conservação, Terras Indígenas e Territórios Quilombolas na Amazônia Legal;Amazônia Legal;12/11/2025;O IBGE divulga hoje (12) a publicação Áreas Protegidas na Amazônia Legal: Um retrato ambiental e estatístico, que traz um panorama das Unidades de...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/geociencias/2025_11/AreasProt-THUMB-IBGE-AcervoIBGE.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45071-setor-de-servicos-avanca-0-6-em-setembro-oitavo-resultado-positivo-seguido;Setor de serviços avança 0,6% em setembro, oitavo resultado positivo seguido;Pesquisa Mensal de Serviços;12/11/2025;O setor de serviços avançou 0,6% em setembro, na comparação com agosto, oitavo resultado positivo seguido, período em que acumulou alta de 3,3%....;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/PMS_THUMB_HelenaPontes.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45066-abate-de-bovinos-cresce-7-0-em-relacao-ao-mesmo-periodo-do-ano-anterior;Abate de bovinos cresce 7,0% em relação ao mesmo período do ano anterior;Trimestrais da pecuária;12/11/2025;No 3° trimestre de 2025, foram abatidas 11,23 milhões de cabeças de bovinos, o que representou uma alta de 7,0% em comparação ao 3° trimestre de...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/TRIPecuaria_LiciaR_THUMB.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45075-escola-virtual-do-ibge-abre-inscricoes-para-cursos-gratuitos;Escola virtual do IBGE abre inscrições para cursos gratuitos;ENCE;11/11/2025;A Escola Virtual do IBGE abriu, nesta terça-feira (11), através de seu novo ambiente ENCE Cidadania, vagas para mais dois cursos: Extraindo Informações...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/homeEVIBGE.png
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45058-no-rs-ibge-divulga-resultados-da-munic-sobre-tempestade-de-2024;No RS, IBGE divulga resultados da MUNIC sobre tempestade de 2024;MUNIC;11/11/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) apresentou, nesta segunda-feira (10), em Seberi (RS), os resultados das Pesquisas de Informações...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/seberi-foto1.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45051-em-belem-ibge-divulga-publicacao-areas-protegidas-na-amazonia-legal-um-retrato-ambiental-e-estatistico;Em Belém, IBGE divulga publicação Áreas Protegidas na Amazônia Legal: um retrato ambiental e estatístico;Amazônia Legal;11/11/2025;No contexto da realização da 30ª Conferência das Nações Unidas sobre Mudança do Clima (COP 30), o IBGE promove amanhã (12) evento de lançamento da...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/amazonia_legal_1920x1080px.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45035-inflacao-recua-para-0-09-em-outubro-influenciada-pela-queda-na-energia-eletrica;Inflação recua para 0,09% em outubro influenciada pela queda na energia elétrica;IPCA;11/11/2025;O Índice de Preços ao Consumidor Amplo (IPCA) passou de 0,48% em setembro para 0,09% em outubro, um recuo de 0,39 ponto percentual (p.p.). Esse resultado...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/IPCA_THUMB_LiciaRubinstein.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45034-producao-industrial-recua-em-6-dos-15-locais-pesquisados-em-setembro;Produção industrial recua em 6 dos 15 locais pesquisados em setembro;Indústria regional;11/11/2025;A produção industrial apresentou taxas negativas em 6 dos 15 locais pesquisados pelo IBGE em setembro, na comparação com agosto, puxando o resultado...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/PIM-BR_THUMB_Roberto-Dziura-Jr-AEN.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45040-precos-da-construcao-variam-0-27-em-outubro-segundo-menor-resultado-do-ano;Preços da construção variam 0,27% em outubro, segundo menor resultado do ano;Sinapi;11/11/2025;Em outubro, o Índice Nacional da Construção Civil (SINAPI) variou 0,27%. A taxa é 0,23 ponto percentual (p.p) abaixo da registrada em setembro, que...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_11/SINAPI-out-THUMBS-HelenaPontes.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45043-presidente-do-ibge-convida-para-a-conferencia-nacional-dos-agentes-produtores-e-usuarios-de-dados-que-acontecera-na-bahia;Presidente do IBGE convida para a Conferência Nacional dos Agentes Produtores e Usuários de Dados que acontecerá na Bahia;CONFEST/CONFEGE 2025;10/11/2025;Em preparação para a Conferência Nacional dos Agentes Produtores e Usuários de Dados deste ano, que será realizada na Bahia, o presidente do Instituto...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/pochmann-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44999-ibge-disponibiliza-agenda-semanal-com-programacoes-para-os-dias-10-a-14-de-novembro;IBGE disponibiliza Agenda semanal com programações para os dias 10 a 14 de novembro;Agenda IBGE;10/11/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) disponibilizou hoje (10) a Agenda IBGE para a semana dos dias 10 a 14 de novembro. A edição...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2024_01/Agenda-IBGE_THUMB.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/45015-ibge-divulga-munic-com-bloco-tematico-sobre-o-evento-climatico-de-tempestade-no-rio-grande-do-sul;IBGE divulga MUNIC com bloco temático sobre o evento climático de tempestade no Rio Grande do Sul;MUNIC;07/11/2025;Em parceria com a Associação de Municípios da Zona de Produção (AMZOP), a Pesquisa de Informações Básicas Municipais (MUNIC) 2024 abordou aspectos...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2024_06/SINGED-Lab_THUMB.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44991-quase-metade-dos-municipios-nao-tinha-orgao-gestor-de-seguranca-alimentar-e-nutricional-em-2024;Quase metade dos municípios não tinha órgão gestor de segurança alimentar e nutricional em 2024;Perfil dos Estados e Municípios;07/11/2025;Dos 5.544 municípios brasileiros que responderam ao Suplemento de Segurança Alimentar e Nutricional da Pesquisa de Informações Básicas Municipais...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_sociais/2025_11/MUNIC-seg-alimentar_THUMB_NRE-FozdoIguacu.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44989-maioria-dos-estados-e-municipios-distribuiu-cestas-basicas-e-refeicoes;Maioria dos estados e municípios distribuiu cestas básicas e refeições;Perfil dos Estados e Municípios;07/11/2025;Em 2024, 24 unidades da federação (UF) informaram que, no ano de 2023, realizaram algum tipo de ação de promoção do acesso a alimentos. Dentre as...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_sociais/2025_11/Munic-EstadicSA-acoes-equip-THUMBS-Thiago-Sampaio-Ag-Alagoas.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44996-precos-da-industria-caem-0-25-em-setembro-e-acumulam-3-87-no-ano;Preços da indústria caem 0,25% em setembro e acumulam -3,87% no ano;IPP;07/11/2025;Os preços da indústria nacional caíram 0,25% em setembro frente a agosto (-0,21%), oitava taxa negativa consecutiva após uma série de 12 resultados...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/ipp-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44979-em-aracaju-se-ibge-divulga-resultados-do-censo-2022-sobre-nupcialidade-e-familia;Em Aracaju (SE), IBGE divulga resultados do Censo 2022 sobre nupcialidade e família;Censo 2022;06/11/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou, nesta quarta-feira (5), em Aracaju (SE), os resultados do Censo Demográfico 2022:...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/IMG_2855.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44978-exposicao-e-1-milhao-de-visualizacoes-marcam-lancamento-do-site-nomes-no-brasil;Exposição e 1 milhão de visualizações marcam lançamento do site Nomes no Brasil;Censo 2022;05/11/2025;Lançado na manhã de terça-feira (4), em coletiva pública na Casa Brasil IBGE, no Centro do Rio (RJ), o novo site NOMES NO BRASIL acumulava no dia...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/IMG_9483.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44958-censo-2022-unioes-consensuais-ultrapassam-casamentos-no-civil-e-religioso;Censo 2022: uniões consensuais ultrapassam casamentos no civil e religioso;Censo 2022;05/11/2025;Em 2022, mais da metade (51,3%) da população de 10 anos ou mais do país vivia em união conjugal, o que representa 90,3 milhões pessoas. Pela primeira...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/censo-nupcialidade-THUMBS-yanalya-freepik.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44960-censo-2022-pela-primeira-vez-menos-da-metade-das-familias-do-pais-sao-formadas-por-casais-com-filhos;Censo 2022: pela primeira vez, menos da metade das famílias do país são formadas por casais com filhos;Censo 2022;05/11/2025;Das 72,3 milhões de unidades domésticas recenseadas em 2022, 13,6 milhões (ou 18,8%) eram unipessoais, ou seja, continham pessoas que viviam sozinhas....;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/Censo_familia_THUMB_AgBrasilia.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44939-conferencia-nacional-dos-agentes-produtores-e-usuarios-de-dados-na-bahia-e-destaque-da-4-edicao-da-revista-casa-brasil-ibge;Conferência Nacional dos Agentes Produtores e Usuários de Dados na Bahia é destaque da 4ª edição da revista Casa Brasil IBGE;Casa Brasil IBGE;04/11/2025;A quarta edição da revista Casa Brasil IBGE tem como destaque Conferência Nacional dos Agentes Produtores e Usuários de Dados (CONFEST/CONFEGE) na...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/revista4-casa-brasil.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44929-um-pais-de-marias-joses-silvas-e-santos-ibge-lanca-nova-edicao-do-nomes-no-brasil;Um país de Marias, Josés, Silvas e Santos: IBGE lança nova edição do Nomes no Brasil;Censo 2022;04/11/2025;O IBGE publica, hoje (4/11), a segunda edição do levantamento de nomes mais frequentes no Brasil, atualizados pelo Censo Demográfico 2022. A novidade...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/Nomes_THUMB.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44932-industria-varia-0-4-em-setembro-e-mostra-perda-de-ritmo;Indústria varia -0,4% em setembro e mostra perda de ritmo;Pesquisa Industrial Mensal;04/11/2025;O setor industrial variou -0,4% em setembro, na comparação com agosto, eliminando parte do avanço de 0,7% registrado em agosto. Com esse resultado,...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_10/PIM-THUMB-Freepik.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44936-ibge-leva-servicos-e-parcerias-a-caravana-federativa-em-foz-do-iguacu;IBGE leva serviços e parcerias a Caravana Federativa em Foz do Iguaçu;Caravana Federativa;03/11/2025;Pela primeira vez, o Oeste do Paraná recebeu a Caravana Federativa, organizada pelo Governo Federal em Foz do Iguaçu, nos dias 30 e 31 de outubro....;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/foz-2-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44906-ibge-divulga-dados-ineditos-sobre-politicas-de-igualdade-racial-nas-administracoes-estaduais-e-municipais;IBGE divulga dados inéditos sobre políticas de igualdade racial nas administrações estaduais e municipais;No DF;03/11/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou nesta sexta-feira (31), no auditório do IPEA, em Brasília, os resultados de um...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/munic-vania.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44897-ibge-disponibiliza-agenda-semanal-com-programacoes-para-os-dias-3-a-7-de-novembro;IBGE disponibiliza Agenda semanal com programações para os dias 3 a 7 de novembro;Agenda IBGE;03/11/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) disponibilizou hoje (3) a Agenda IBGE para a semana dos dias 3 a 7 de novembro. A edição...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2024_01/Agenda-IBGE_THUMB.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44905-medida-provisoria-autoriza-a-ampliacao-excepcional-do-prazo-maximo-de-vigencia-dos-contratos-dos-apm-e-scq;Medida provisória autoriza a ampliação excepcional do prazo máximo de vigência dos contratos dos APM e SCQ;;01/11/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) informa que, após tratativas conduzidas pela Presidência junto ao Governo Federal, foi autorizada...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/_Comunicado-Presidencia.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44899-ibge-divulgara-em-aracaju-se-resultados-do-censo-2022-nupcialidade-e-familia;IBGE divulgará, em Aracaju (SE), resultados do Censo 2022: Nupcialidade e Família;;31/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgará, na próxima quarta-feira (05), os resultados do Censo Demográfico 2022: Nupcialidade...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/Agncia-Intranet_875x485px_Nupcialidade-e-Famlia_01.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44892-munic-2024-evento-climatico-afetou-mais-de-90-dos-municipios-do-rio-grande-do-sul;MUNIC 2024: evento climático afetou mais de 90% dos municípios do Rio Grande do Sul;Perfil dos Municípios;31/10/2025;Dados da Pesquisa de Informações Básicas Municipais (MUNIC) 2024, divulgada hoje (31) pelo IBGE, mostram que o evento climático de abril de 2024...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_10/MUNIC-THUMB-BrunoPeres-AgBrasil.png
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44891-estadic-2024-tres-estados-nao-tem-canal-de-denuncias-de-violacao-de-direitos-raciais;ESTADIC 2024: Três estados não têm canal de denúncias de violação de direitos raciais;Perfil dos Estados;31/10/2025;Das 27 unidades da federação (UF) do país, 24 tinham estrutura para receber, registrar e acompanhar denúncias de violação de direitos étnico-raciais...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_sociais/2025_10/Estadic_THUMB_FernandoFrazao-AgnciaBrasil.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44893-no-trimestre-encerrado-em-setembro-desocupacao-e-de-5-6-e-repete-a-menor-taxa-desde-2012;No trimestre encerrado em setembro, desocupação é de 5,6% e repete a menor taxa desde 2012;PNAD Contínua Mensal;31/10/2025;A taxa de desocupação do trimestre móvel encerrado em setembro de 2025 caiu para 5,6%, repetindo a menor taxa da série histórica que teve início...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_sociais/2025_10/PNAD-C-set-THUMBS-Helena-Pontes.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44988-ibge-divulga-as-tematicas-tecnicas-das-mesas-grupos-e-oficinas-de-conferencia-na-bahia;IBGE divulga as temáticas técnicas das mesas, grupos e oficinas de Conferência na Bahia;CONFEST/CONFEGE;30/10/2025;Já estão disponíveis no site da Conferência Nacional dos Agentes Produtores e Usuários de Dados (CONFEST/CONFEGE), as temáticas técnicas das mesas,...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_11/salvador-confest.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44884-no-rio-ibge-lancara-nova-edicao-do-site-nomes-no-brasil;No Rio, IBGE lançará nova edição do site Nomes no Brasil;NOMES NO BRASIL;30/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) lançará, no dia 4 de novembro, às 10h, no Rio de Janeiro, a segunda edição do site NOMES...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/p-fazenda.jpeg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44882-caravana-federativa-chega-a-foz-do-iguacu-com-servicos-do-ibge;Caravana Federativa chega a Foz do Iguaçu com serviços do IBGE;Caravana Federativa;29/10/2025;Mais uma edição da Caravana Federativa do Governo Federal acontece nesta semana, em Foz do Iguaçu, no Paraná. Nos dias 30 e 31 de outubro, serviços...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/Caravana_Federativa_875x485px_AgnciaIBGE_CCS.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44875-em-brasilia-df-ibge-divulga-estrutura-politica-dos-estados-para-lidar-com-desigualdade-racial;Em Brasília (DF), IBGE divulga estrutura política dos estados para lidar com Desigualdade Racial;ESTADIC;28/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgará, no dia 31 de outubro, às 10h, em Brasília (DF), os resultados da Pesquisa de...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/munic-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44847-ibge-disponibiliza-agenda-semanal-com-programacoes-para-os-dias-27-a-31-de-outubro;IBGE disponibiliza Agenda semanal com programações para os dias 27 a 31 de outubro;Agenda IBGE;27/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) disponibilizou hoje (27) a Agenda IBGE para a semana dos dias 27 a 31 de outubro. A edição...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2024_01/Agenda-IBGE_THUMB.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44862-em-campinas-ibge-divulga-resultados-do-censo-2022-sobre-etnias-e-linguas-indigenas;Em Campinas, IBGE divulga resultados do Censo 2022 sobre etnias e línguas indígenas;Censo 2022;24/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou, nesta sexta-feira (24), às 10h, em Campinas (SP), os resultados do “Censo Demográfico...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/etno-1.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44860-ibge-lanca-publicacao-sobre-os-10-anos-dos-objetivos-de-desenvolvimento-sustentavel;IBGE lança publicação sobre os 10 anos dos Objetivos de Desenvolvimento Sustentável;ODS;24/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) lançou, na quinta-feira (23), a publicação Reflexões sobre a Agenda 2030 – 10 Anos dos Objetivos...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/ODS_THUMB_PabloFelix.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44858-brasil-cabo-verde-e-senegal-compartilham-experiencias-com-mocambique-em-capacitacao-sobre-censos-digitais;Brasil, Cabo Verde e Senegal compartilham experiências com Moçambique em capacitação sobre Censos Digitais;;24/10/2025;O Projeto Centros de Referência - Coleta Eletrônica de Dados, em sua Fase II, realiza, de 20 a 31 de outubro, uma capacitação técnica dirigida a...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/Referencia_mocambique4.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44849-ibge-intensifica-atuacao-global-com-parcerias-bilaterais-e-multilaterais;IBGE intensifica atuação global com parcerias bilaterais e multilaterais;;24/10/2025;O Instituto Brasileiro de Geografia e Estatística (IBGE) reafirmou seu papel de liderança na estatística oficial internacional ao participar da segunda...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/global-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44848-censo-2022-brasil-tem-391-etnias-e-295-linguas-indigenas;Censo 2022: Brasil tem 391 etnias e 295 línguas indígenas;Censo 2022;24/10/2025;Dados do Censo Demográfico 2022 mostram a existência de 391 etnias, povos ou grupos indígenas no Brasil. Do total da população indígena em 2022 (1.694.836...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/Censo-Etnia-lngua-indgenas-THUMBS-Mario-Vilela-Funai.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44845-previa-da-inflacao-de-outubro-fica-em-0-18-com-alta-em-combustiveis;Prévia da inflação de outubro fica em 0,18%, com alta em combustíveis;IPCA-15;24/10/2025;A prévia da inflação de outubro apresentou alta de 0,18%, 0,30 ponto percentual (p.p.) abaixo da taxa registrada em setembro (0,48%). O Índice Nacional...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/estatisticas_economicas/2025_10/IPCA_THUMB_Helena-Pontes.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44838-ibge-e-agencia-central-de-estatisticas-da-indonesia-bps-assinam-acordo-de-cooperacao-na-indonesia;IBGE e Agência Central de Estatísticas da Indonésia (BPS) assinam acordo de cooperação na Indonésia;Parceria IBGE - BPS;23/10/2025;O IBGE e a Agência Central de Estatísticas da Indonésia (BPS) assinaram um Memorando de Entendimento para fortalecer a cooperação bilateral em estatística...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/indon-home.jpg
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/44833-ibgeeduca-lanca-livro-digital-voltado-ao-publico-infantojuvenil;IBGEeduca lança livro digital voltado ao público infantojuvenil;IBGEeduca;23/10/2025;Juvenal e Dalva acabaram de se conhecer e há muito o que conversar. Quer saber quem são eles e sobre o que falam? Então, você precisa baixar o pdf...;;https://agenciadenoticias.ibge.gov.br/images/agenciadenoticias/ibge/2025_10/lauda-home.jpg
